Title,Name,Part of volume,Physical description,Acquisition,destination,Languages,Authors,Mentions,Party to the Deed,Key Words,Notes,URL
[u'MS. Heb. c. 21/15'],[u'Babylonian Talmud \u05d1\u05d1\u05d0 \u05e7\u05de\u05d0'],[u'MS. Heb. c. 21'],"[u'Syr\u200e.\u200e Rabb\u200e.\u200e char\u200e.\u200e\u200e;\u200e small fol\u200e.\u200e\u200e,\u200e vellum \u200e,\u200e stained\u200e.\u200e ']","[u'Bought through the Rev. G. J. Chester, 1892 (from the Genizah).']","[u'37a', u'38b']",[u'Main language: Hebrew.'],[],[],[],"[u'Talmud, Babli. \u05d1\u05d1\u05d0 \u05e7\u05de\u05d0.']",[],http://genizah.bodleian.ox.ac.uk/profile/manuscript/c7a9b475-0095-4c44-bc6a-ced8087664fe
[u'MS. Heb. c. 21/16'],"[u'Babylonian Talmud \u05d7\u05d5\u05dc\u05d9\u05df from fol. 118b, l. 7 from below (\u05e9\u05d5\u05de\u05e8) to fol. 124, l. 21 (\u05d3\u05e6\u05dc\u05e7\u05d9\u05d4)']",[u'MS. Heb. c. 21'],"[u'Syr\u200e.\u200e squ\u200e.\u200e char\u200e.\u200e\u200e;\u200e fol\u200e.\u200e\u200e,\u200e vellum \u200e.\u200e ']","[u'Bought through the Rev. G. J. Chester, 1892 (from the Genizah).']","[u'39a', u'42b']",[u'Main language: Hebrew.'],[],[],[],"[u'Talmud, Babli. \u05d7\u05d5\u05dc\u05d9\u05df.']",[],http://genizah.bodleian.ox.ac.uk/profile/manuscript/aa68cf66-a928-443a-92e6-0272affafc4b
[u'MS. Heb. c. 21/2'],[u'Mishnah: \u05d7\u05d5\u05dc\u05d9\u05df'],[u'MS. Heb. c. 21'],"[u'Large squ\u200e.\u200e char\u200e.\u200e\u200e;\u200e large \u200e4\u200eto\u200e,\u200e vellum \u200e.\u200e ']","[u'Bought through the Rev. G. J. Chester, 1892 (from the Genizah).']","[u'3a', u'4b']",[u'Main language: Hebrew.'],[],[],[],[u'Mishnah. \u05d7\u05d5\u05dc\u05d9\u05df.'],[u'With vowel points\u200e.\u200e '],http://genizah.bodleian.ox.ac.uk/profile/manuscript/a6027a8f-9b85-4d72-9179-e4d98a602d94
[u'MS. Heb. c. 21/3'],[u'Mishnah'],[u'MS. Heb. c. 21'],"[u'Syr\u200e.\u200e Rabb\u200e.\u200e char\u200e.\u200e\u200e;\u200e small fol\u200e.\u200e\u200e,\u200e vellum \u200e.\u200e ']","[u'Bought through the Rev. G. J. Chester, 1892 (from the Genizah).']","[u'5a', u'6b']",[u'Main language: Hebrew.'],[],[],[],"[u'Mishnah. \u05e7\u05d9\u05d3\u05d5\u05e9\u05d9\u05df.', u'Mishnah. \u05d1\u05d1\u05d0 \u05e7\u05de\u05d0.']","[u'No figures for the Mishnahs\u200e,\u200e but for the chapters\u200e.\u200e ']",http://genizah.bodleian.ox.ac.uk/profile/manuscript/92eb6b4c-7c32-4474-9650-730776c4107c
[u'MS. Heb. c. 21/4'],[u'Mishnah: \u05d6\u05d1\u05d7\u05d9\u05dd'],[u'MS. Heb. c. 21'],"[u'Syr\u200e.\u200e squ\u200e.\u200e char\u200e.\u200e\u200e;\u200e \u200e2\u200e coll\u200e.\u200e\u200e,\u200e small fol\u200e.\u200e\u200e,\u200e vellum \u200e.\u200e ']","[u'Bought through the Rev. G. J. Chester, 1892 (from the Genizah).']","[u'7a', u'7b']",[u'Main language: Hebrew.'],[],[],[],[u'Mishnah. \u05d6\u05d1\u05d7\u05d9\u05dd.'],[u'from xi\u200e.\u200e \u200e3\u200e \u200e(\u200e\u05d5\u05e8\u05d0\u05d5\u05d9 \u05dc\u05d4\u05d6\u05d9\u05d9\u05d4\u200e)\u200e to xiii\u200e.\u200e \u200e2\u200e \u200e(\u200e\u05d0\u05e3 \u05d8\u05de\u05d0 \u05e9\u05d0\u05db\u05dc \u05d8\u05d4\u05d5\u05e8\u200e)\u200e\u200e.\u200e '],http://genizah.bodleian.ox.ac.uk/profile/manuscript/9dcc44c4-f808-4732-ab7b-ea24abf2212b
[u'MS. Heb. c. 21/5'],[u'Mishnah: \u05d1\u05d1\u05d0 \u05e7\u05de\u05d0'],[u'MS. Heb. c. 21'],"[u'Syr\u200e.\u200e Rabb\u200e.\u200e char\u200e.\u200e\u200e;\u200e \u200e4\u200eto\u200e,\u200e vellum \u200e,\u200e stained\u200e.\u200e ']","[u'Bought through the Rev. G. J. Chester, 1892 (from the Genizah).']","[u'8a', u'11b']",[u'Main language: Hebrew.'],[],[],[],[u'Mishnah. \u05d1\u05d1\u05d0 \u05e7\u05de\u05d0.'],"[u'from iv\u200e.\u200e \u200e1\u200e to ix\u200e.\u200e \u200e5\u200e \u200e(\u200e\u05d5\u05d0\u05dd\u200e)\u200e\u200e,\u200e with vowel points\u200e.\u200e ']",http://genizah.bodleian.ox.ac.uk/profile/manuscript/4d9a6e94-ab6f-48b1-b279-6b061021c917
[u'MS. Heb. c. 21/6'],[u'Mishnah: \u05de\u05e0\u05d7\u05d5\u05ea'],[u'MS. Heb. c. 21'],"[u'Syr\u200e.\u200e Rabb\u200e.\u200e char\u200e.\u200e\u200e;\u200e small fol\u200e.\u200e\u200e,\u200e vellum \u200e.\u200e ']","[u'Bought through the Rev. G. J. Chester, 1892 (from the Genizah).']","[u'12a', u'13b']",[u'Main language: Hebrew.'],[],[],[],[u'Mishnah. \u05de\u05e0\u05d7\u05d5\u05ea.'],[u'Some accents\u200e.\u200e '],http://genizah.bodleian.ox.ac.uk/profile/manuscript/5b0e9af6-ea24-41f5-a15e-bc2e96f8d01f
[u'MS. Heb. c. 21/7'],[u'Mishnah: \u05d9\u05d1\u05de\u05d5\u05ea'],[u'MS. Heb. c. 21'],"[u'Syr\u200e.\u200e squ\u200e.\u200e char\u200e.\u200e\u200e;\u200e small fol\u200e.\u200e\u200e,\u200e vellum \u200e.\u200e ']","[u'Bought through the Rev. G. J. Chester, 1892 (from the Genizah).']","[u'14a', u'15b']",[u'Main language: Hebrew.'],[],[],[],"[u'Mishnah. \u05d9\u05d1\u05de\u05d5\u05ea.', u'Mishnah. \u05db\u05ea\u05d5\u05d1\u05d5\u05ea.']",[],http://genizah.bodleian.ox.ac.uk/profile/manuscript/de71e6af-284e-4218-90db-39019f8ff720
[u'MS. Heb. c. 21/8'],[u'Babylonian Talmud \u05d1\u05d1\u05d0 \u05de\u05e6\u05d9\u05e2\u05d0'],[u'MS. Heb. c. 21'],"[u'Syr\u200e.\u200e Rabb\u200e.\u200e char\u200e.\u200e\u200e;\u200e fol\u200e.\u200e\u200e,\u200e vellum \u200e.\u200e ']","[u'Bought through the Rev. G. J. Chester, 1892 (from the Genizah).']","[u'16a', u'17b']",[u'Main language: Hebrew.'],[],[],[],"[u'Talmud, Babli. \u05d1\u05d1\u05d0 \u05de\u05e6\u05d9\u05e2\u05d0.']",[],http://genizah.bodleian.ox.ac.uk/profile/manuscript/fc469dcc-ee68-45b7-9108-6f740103dd2d
[u'MS. Heb. c. 21/9'],[u'Babylonian Talmud \u05d1\u05e8\u05db\u05d5\u05ea'],[u'MS. Heb. c. 21'],"[u'Syr\u200e.\u200e squ\u200e.\u200e char\u200e.\u200e\u200e;\u200e large \u200e8\u200evo\u200e,\u200e vellum \u200e.\u200e ']","[u'Bought through the Rev. G. J. Chester, 1892 (from the Genizah).']","[u'18a', u'19b']",[u'Main language: Hebrew.'],[],[u'Moses b. Maimon'],[],"[u'Talmud, Babli. \u05d1\u05e8\u05db\u05d5\u05ea.']",[],http://genizah.bodleian.ox.ac.uk/profile/manuscript/5ad6a9dd-aa13-4b2c-a2c7-4637525074bf
[u'MS. Heb. c. 23/1'],[u'Mishnah \u05e4\u05d0\u05d4'],[u'MS. Heb. c. 23'],"[u'Syr\u200e.\u200e Rabb\u200e.\u200e char\u200e.\u200e\u200e;\u200e fol\u200e.\u200e\u200e,\u200e vellum \u200e.\u200e ']","[u'Bought from Wertheimer, 1893 (from the Genizah).']","[u'1a', u'2b']",[u'Main language: Hebrew.'],[],[],[],[u'Mishnah. \u05e4\u05d9\u05d0\u05d4.'],[u'iii\u200e.\u200e \u200e7\u200e \u200e(\u200e\u200e6\u200e\u200e)\u200e\u200e(\u200e\u05e8\u0307 \u05e2\u05e7\u05d9\u05d1\u05d4\u200e)\u200e to viii\u200e.\u200e \u200e7\u200e \u200e(\u200e\u05e1\u05e2\u05d5\u05d3\u05d5\u05ea \u05d5\u05de\u05d9 \u05e9\u05d9\u05e9\u200e)\u200e\u200e;\u200e omissions supplied on the margin\u200e;\u200e some vowel points and accents\u200e.\u200e '],http://genizah.bodleian.ox.ac.uk/profile/manuscript/23bd36a6-a1ee-4281-8f80-418fad83dcb2
[u'MS. Heb. c. 23/10'],[u'Babylonian Talmud \u05e9\u05d1\u05ea'],[u'MS. Heb. c. 23'],"[u'Syr\u200e.\u200e squ\u200e.\u200e Rabb\u200e.\u200e char\u200e.\u200e\u200e;\u200e \u200e4\u200eto\u200e,\u200e vellum \u200e.\u200e ']","[u'Bought from Wertheimer, 1893 (from the Genizah).']","[u'24a', u'25b']",[u'Main language: Hebrew.'],[],[],[],"[u'Talmud, Babli. \u05e9\u05d1\u05ea.']",[],http://genizah.bodleian.ox.ac.uk/profile/manuscript/f19c13a7-27ed-43c0-89a5-cded9bb23a57
[u'MS. Heb. c. 23/11'],[u'An Arabic commentary on \u05e7\u05d9\u05d3\u05d5\u05e9\u05d9\u05df'],[u'MS. Heb. c. 23'],"[u'Syr\u200e.\u200e curs\u200e.\u200e char\u200e.\u200e\u200e;\u200e \u200e4\u200eto\u200e,\u200e paper \u200e.\u200e ']","[u'Bought from Wertheimer, 1893 (from the Genizah).']","[u'26a', u'33b']",[u'Main language: Judeo-Arabic.'],[],"[u'Alfasi (Isaac b. Jacob)', u'Joseph hal-levi', u'Nissim', u'Seadiah b. Joseph al-fayyumi, Gaon']",[],"[u'Talmud, Babli. Commentaries. \u05e7\u05d9\u05d3\u05d5\u05e9\u05d9\u05df. (Arabic).']",[u'Specimens for identification\u200e:\u200e \u200e(\u200e fol. 27 \u200e)\u200e \u05d5\u05d0\u05de\u05d0 \u05e7\u05d5 \u05d0\u0307 \u05e8\u05d1 \u05d9\u05d4\u05d5\u05d3\u0307 \u05d0\u05de\u0307 \u05e8\u05d1 \u05d0\u05e1\u05d5\u05e8 \u05dc\u05d0\u05d3\u05dd \u05e9\u05d9\u05e9\u05d0 \u05d0\u05e9\u05d4 \u05e2\u05d3 \u05e9\u05d9\u05e8\u05d0\u05e0\u05d4 ... \u05db\u0307\u05de\u0307\u05d5\u05da \u05e4\u05d3\u05dc\u05da \u05e2\u05dc\u05d9 \u05de\u05d0 \u05db\u05d0\u05df \u05e4\u05d9 \u05d0\u05dc\u05d6\u05de\u05d0\u05df \u05d0\u05dc\u05e7\u05d3\u05d9\u05dd \u05ea\u05de\u05e9\u05d9 \u05d0\u05dc\u05d1\u05e0\u05d0\u05ea \u05de\u05db\u05e9\u05d5\u05e4\u05d0\u05ea \u05d5\u05e2\u05dc\u05d9 \u05d0\u05dc\u05de\u05e0\u05d4\u05d0\u05d2\u0307 \u05d0\u05dc\u05d3\u05d9 \u05e4\u05d9 \u05d1\u05dc\u05d0\u05d3 \u05d0\u05dc\u05e8\u05d5\u05dd \u05d0\u05dc\u05d9 \u05d0\u05dc\u05d0\u05df \u200e;\u200e \u200e(\u200e fol. 27b \u200e)\u200e \u05d5\u05e7\u05d0\u05dc \u05d0\u05dc\u05d2\u05d0\u05d5\u05df \u05d6\u0307\u05dc\u0307 \u05d4\u05de\u05e7\u05d3\u05e9 \u05d1\u05e4\u05e1\u05d5\u05dc\u05d9 \u05e2\u05d3\u05d5\u05ea \u05d3\u05e8\u05d1\u05e0\u05df... \u05d5\u05e2\u05dc\u05dc\u05d4 \u05e8\u05d1\u05d9\u05e0\u05d5 \u05d9\u05e6\u05d7\u05e7 \u05e4\u05d0\u05e1\u05d9 \u05d6\u0307\u05dc\u0307 \u200e;\u200e \u200e(\u200e fol.28b \u200e)\u200e \u05d5\u05e7\u05d0\u05dc \u05e6\u05d0\u05d7\u05d1 \u05d0\u05dc\u05d4\u05dc\u05db\u05d5\u05ea \u05d6\u0307\u05dc\u0307 \u05de\u05d0\u05df \u05d3\u05de\u05e7\u05d3\u05d9\u05e9 \u05d1\u05d1\u05d9\u05d0\u05d4 \u05d1\u05d0\u05e2\u05d9 \u05ea\u05e8\u05d9 \u05e1\u05d4\u05d3\u05d9 \u05db\u05de\u05de\u05d5\u05df \u200e;\u200e \u200e(\u200e fol. 31 \u200e)\u200e \u05d5\u05e2\u05dc\u05dc \u05e8\u05d1\u05d9\u05e0\u05d5 \u05d9\u05d5\u05e1\u05e3 \u05d4\u05e8\u05d1 \u05d4\u05dc\u05d5\u05d9 \u05d6\u0307\u05dc\u0307 \u200e;\u200e \u200e(\u200e fol. 31b \u200e)\u200e \u05d5\u05e7\u05d0\u05dc \u05e8\u05d1\u05d9\u05e0\u05d5 \u05e0\u05e1\u05d9\u05dd \u05d6\u0307\u05dc\u0307  '],http://genizah.bodleian.ox.ac.uk/profile/manuscript/25f94b8e-b7be-44eb-84fe-28e685c99614
[u'MS. Heb. c. 23/12'],[u'Commentary on Babylonian Talmud \u05e7\u05d9\u05d3\u05d5\u05e9\u05d9\u05df'],[u'MS. Heb. c. 23'],"[u'Syr\u200e.\u200e curs\u200e.\u200e char\u200e.\u200e\u200e;\u200e \u200e4\u200eto\u200e,\u200e paper \u200e.\u200e ', u'By the same hand as No. 2760 15 \u200e.\u200e ']","[u'Bought from Wertheimer, 1893 (from the Genizah).']","[u'34a', u'35b']",[u'Main language: Hebrew.'],[],[],[],"[u'Talmud, Babli. Commentaries. \u05e7\u05d9\u05d3\u05d5\u05e9\u05d9\u05df. (by Hananeel?).', u'Talmud, Yerushalmi. (mentioned).']",[u'fol\u200e.\u200e \u200e2\u200e\u200e9\u200e\u200e;\u200e Talmud \u05d9\u05e8\u05d5\u05e9\u05dc\u05de\u05d9 is often quoted\u200e.\u200e '],http://genizah.bodleian.ox.ac.uk/profile/manuscript/2243760c-97a1-4db1-8310-4bb3fd8a0eb1
[u'MS. Heb. c. 23/13'],[u'An Arabic treatise on \u05d2\u05d8\u05d9\u05df'],[u'MS. Heb. c. 23'],"[u'Syr\u200e.\u200e squ\u200e.\u200e Rabb\u200e.\u200e char\u200e.\u200e\u200e;\u200e \u200e4\u200eto\u200e,\u200e vellum \u200e.\u200e ']","[u'Bought from Wertheimer, 1893 (from the Genizah).']","[u'36a', u'37b']",[u'Main language: Judeo-Arabic.'],[],[],[],[],"[u'beg\u200e.\u200e with the table of contents\u200e,\u200e chap\u200e.\u200e xix \u05d0\u05dc\u05e7\u05d5\u05dc \u05e4\u05d9 \u05ea\u05e2\u05d3\u05d9\u05d3 \u05d0\u05e1\u05de\u05d0 \u05d0\u05dc\u05d2\u05d8\u05d9\u05df \u05d5\u05d3\u05db\u05e8 \u05d0\u05d7\u05db\u05d0\u05de\u05d4\u05d0 \u200e,\u200e ends with chap\u200e.\u200e li \u05d0\u05dc\u05e7\u05d5\u05dc \u05e4\u05d9 \u05d7\u05db\u05dd \u05ea\u05e0\u05d0\u05e4\u05d9 \u05d0\u05dc\u05e9\u05d4\u05d0\u05d3\u05d0\u05ea \u05d0\u05dc\u05d5\u05d0\u05e7\u05e2\u05d4 \u05e4\u05d9 \u05d0\u05dc\u05d8\u05dc\u05d0\u05e7 \u200e;\u200e fol. 37  text from section \u200e(\u200e\u05d5\u05e6\u05e3\u200e)\u200e \u200e1\u200e \u200e(\u200ebeg\u200e.\u200e missing\u200e)\u200e to \u200e4\u200e \u200e(\u200eend missing\u200e)\u200e\u200e.\u200e ']",http://genizah.bodleian.ox.ac.uk/profile/manuscript/b9fbb7e9-1e9d-4a0e-92ee-83509378566b
[u'MS. Heb. c. 23/14'],[u'[\u05d4\u05dc\u05db\u05d5\u05ea \u05e4\u05e1\u05d5\u05e7\u05d5\u05ea] in Aramaic with Arabic translation'],[u'MS. Heb. c. 23'],"[u'Syr\u200e.\u200e Rabb\u200e.\u200e char\u200e.\u200e\u200e;\u200e \u200e4\u200eto\u200e,\u200e vellum \u200e.\u200e ']","[u'Bought from Wertheimer, 1893 (from the Genizah).']","[u'38a', u'39b']",[u'The main language is Aramaic. Other languages included: Judeo-Arabic.'],[],[],[],[],[u'Specimen\u200e:\u200e \u05d4\u05db\u05d5\u05ea\u05d1 \u05db\u05dc \u05e0\u05db\u05e1\u05d9\u05d5 \u05dc\u05d1\u05e0\u05d9\u05d5 \u05d5\u05db\u05ea\u05d1 \u05dc\u05d0\u05e9\u05ea\u05d5 \u05e7\u05e8\u05e7\u05e2 \u05d0\u05d5 \u05de\u05d8\u05dc\u05d8\u05dc\u05d9 \u05db\u05dc \u05e9\u05d4\u05d5\u05d0 \u05d1\u05e4\u05e0\u05d9\u05d4 \u05d5\u05e9\u05ea\u05d9\u05e7\u05d0 \u05d0\u05d9 \u05d1\u05e8\u05d0 \u05db\u05ea\u05d5\u05d1\u05ea\u05d4 \u05d0\u05d9 \u05e6\u05b0\u05d5\u05d5\u05b7\u05d7\u05ea \u05d4\u05d0 \u05e6\u05b0\u05d5\u05d5\u05b7\u05d7\u05ea: \u05de\u05df \u05e6\u05d3\u05e7 \u05d1\u05de\u05d0\u05dc\u05d5\u05d4 \u05db\u05d5\u05dc\u05d5\u05d4 \u05e2\u05dc\u05d0 \u05d5\u05dc\u05d3\u05d5\u05d4 \u05d5\u05d0\u05e4\u05e8\u05d6 \u05dc\u05de\u05e8\u05d0\u05ea\u05d5\u05d4 \u05e4\u05d9 \u05de\u05d4\u05e8\u05d4\u05d0 \u05e7\u05d0\u05e2\u05d4 \u05d0\u05d5 \u05e9\u05d9 \u05de\u05df \u05d0\u05dc\u05e2\u05e8\u05d5\u05d3 \u200e.\u200e '],http://genizah.bodleian.ox.ac.uk/profile/manuscript/75a3ce36-67b6-422e-9340-8e72505086e3
[u'MS. Heb. c. 23/15'],"[u'Compendium of the Talmud, \u05d1\u05d1\u05d0 \u05de\u05e6\u05d9\u05e2\u05d0']",[u'MS. Heb. c. 23'],"[u'Syr\u200e.\u200e squ\u200e.\u200e Rabb\u200e.\u200e char\u200e.\u200e\u200e;\u200e \u200e4\u200eto\u200e,\u200e vellum \u200e.\u200e ']","[u'Bought from Wertheimer, 1893 (from the Genizah).']","[u'40a', u'41b']",[u'Main language: Hebrew.'],[],[],[],"[u'Talmud, Babli. \u05d1\u05d1\u05d0 \u05de\u05e6\u05d9\u05e2\u05d0. (compendium).', u'Talmud, Babli. Extracts.']","[u'beg\u200e.\u200e and end missing\u200e.\u200e Chap\u200e.\u200e xviii ends \u05de\u05ea\u05e0\u05d9\u0307. \u05d4\u05de\u05e9\u05db\u05d9\u05e8 \u05d1\u05d9\u05ea \u05dc\u05d7\u05d1\u05d9\u05e8\u05d5 \u05d5\u05e0\u05e4\u05dc \u05d7\u05d9\u05d9\u05d1 \u05dc\u05d4\u05e2\u05de\u05d9\u05d3 \u05dc\u05d5 \u05d1\u05d9\u05ea \u05d5\u05db\u05d5\u0307\u05dc. \u05d2\u05d9\u05e8\u0307 \u05d9\u05e8\u05d5\u05e9\u0307 \u05e8\u0307 \u05d9\u05d5\u05d7\u05e0\u05df \u05d0\u05de\u0307 \u05d1\u05d0\u05d5\u05de\u05e8 \u05dc\u05d5 \u05d1\u05d9\u05ea \u05db\u05d6\u05d4 \u05d0\u05e0\u05d9 \u05de\u05e9\u05db\u05d9\u05e8 \u05dc\u05da. \u05d0\u05d1\u05dc \u05d0\u05de\u0307 \u05dc\u05d5 \u05d1\u05d9\u05ea \u05d6\u05d4 \u05d0\u05d6\u05d3\u05d0. \u05d5\u05d0\u05d9 \u05d4\u05d5\u05d4 \u05d3\u05d9\u05d9\u05e8 \u05d1\u05d9\u05d4 \u05d5\u05e0\u05e4\u05dc \u05dc\u05d0 \u05de\u05d9\u05d7\u05d9\u05d9\u05d1 \u05dc\u05d1\u05e0\u05d5\u05ea\u05d5 \u200e.\u200e Next comes \u05e4\u05e8\u05e7 \u05d9\u0307\u05d8\u0307\u200e,\u200e beg\u200e.\u200e \u05d4\u05de\u05e7\u05d1\u05dc \u05e9\u05d3\u05d4 \u05de\u05d7\u05d1\u05d9\u05e8\u05d5 \u05d5\u05db\u05d5\u0307\u05dc. \u05ea\u05e0\u05d9\u05d0 \u05e8\u0307 \u05de\u05d0\u05d9\u05e8 \u05d4\u05d9\u05d4 \u05d3\u05d5\u05e8\u05e9 \u05dc\u05e9\u05d5\u05df \u05d4\u05d3\u05d9\u05d5\u05d8 \u05d0\u05dd \u05d0\u05d5\u05d1\u05d9\u05e8 \u05d5\u05dc\u05d0 \u05d0\u05e2\u05d1\u05d9\u05e8 \u05d0\u05e9\u05dc\u05dd \u05d1\u05de\u05d5\u05d8\u05d1\u05d4. \u05d4\u05d4\u05d5\u05d0 \u05d2\u05d1\u05e8\u05d0... \u200e.\u200e ']",http://genizah.bodleian.ox.ac.uk/profile/manuscript/b9139c82-17af-4a5c-890b-cecbf6eacebf
[u'MS. Heb. c. 23/16'],[u'A responsum addressed to R. Meshullam ben R. Moses'],[u'MS. Heb. c. 23'],"[u'Small Syr\u200e.\u200e Rabb\u200e.\u200e char\u200e.\u200e\u200e;\u200e fol\u200e.\u200e\u200e,\u200e vellum \u200e,\u200e much injured\u200e.\u200e ']","[u'Bought from Wertheimer, 1893 (from the Genizah).']","[u'42a', u'42b']",[u'Main language: Hebrew.'],['Abiathar (kohen) of Narbonne (?)'],"[u'Abiathar (kohen) of Narbonne (?)', u'Elijah, kohen, \u05e8\u05d0\u05e9 \u05d9\u05e9\u05d9\u05d1\u05d4', u'Meshullam b. Moses']",[],"[u'Abiathar (kohen) of Narbonne (?). Responsum.', u'Elijah, kohen, \u05e8\u05d0\u05e9 \u05d9\u05e9\u05d9\u05d1\u05d4. Responsum.']","[u'concerning the prayer \u05d5\u05d4\u05e9\u05d9\u05d0\u05e0\u05d5\u200e,\u200e signed by Elijah Kohen \u05e8\u05d0\u05e9 \u05d9\u05e9\u05d9\u05d1\u05ea \u05d9\u200e.\u200e\u200e.\u200e\u200e.\u200e and Abiathar hak-Kohen \u05d4\u05e0\u05e8\u05d1\u05d5\u05e0\u05d9 \u200e(\u200e\u200e?\u200e\u200e)\u200e\u200e.\u200e ']",http://genizah.bodleian.ox.ac.uk/profile/manuscript/64566b41-c53a-4121-bfcf-352c657b20ab
[u'MS. Heb. c. 23/17'],[u'A responsum (?) on \u05e4\u05e7\u05d3\u05d5\u05df'],[u'MS. Heb. c. 23'],"[u'Syr\u200e.\u200e Rabb\u200e.\u200e char\u200e.\u200e\u200e;\u200e \u200e4\u200eto\u200e,\u200e vellum \u200e.\u200e ', u'By the same hand as Nos\u200e.\u200e 2634 17 \u200e;\u200e 2760 7 \u200e;\u200e 2826 18 \u200e,\u200e 34 \u200e.\u200e ']","[u'Bought from Wertheimer, 1893 (from the Genizah).']","[u'43a', u'44b']",[u'Main language: Hebrew.'],[],[],[],[],[u'the following passage occurs on fol. 44b \u200e:\u200e \u05d5\u05e9\u05d0\u05d9\u05dc\u05ea \u05e8\u05d0\u05d5\u05d1\u05df \u05de\u05df \u05d1\u05e0\u05d9 \u05e7\u05d9\u05e8\u05d5\u05d0\u05df \u05d4\u05d5\u05d4 \u05dc\u05d9\u05d4 \u05d7\u05e0\u05d5\u05d0\u05ea\u05d0 \u05d5\u05d3\u05e8\u05ea\u05d0 \u05d1\u05de\u05d9\u05d2\u05e0\u05d0 \u05d5\u05d0\u05ea\u05d5 \u05d9\u05d5\u05e8\u05e9 \u05d3\u05e8\u05d0\u05d5\u05d1\u05df \u05dc\u05d1\u05d9 \u05d3\u05d9\u05e0\u05d0 \u05d3\u05e7\u05d9\u05e8\u05d5\u05d0\u05df... \u200e.\u200e '],http://genizah.bodleian.ox.ac.uk/profile/manuscript/b2a3a6f2-6744-463b-b962-0f32fc361d68
[u'MS. Heb. c. 23/18'],[u'Alfasi on \u05d1\u05d1\u05d0 \u05de\u05e6\u05d9\u05e2\u05d0'],[u'MS. Heb. c. 23'],"[u'Syr\u200e.\u200e Rabb\u200e.\u200e char\u200e.\u200e\u200e;\u200e fol\u200e.\u200e\u200e,\u200e vellum \u200e.\u200e ']","[u'Bought from Wertheimer, 1893 (from the Genizah).']","[u'45a', u'50b']",[u'Main language: Hebrew.'],['Alfasi (Isaac b. Jacob)'],[],[],[u'Alfasi (Isaac b. Jacob). \u05d1\u05d1\u05d0 \u05de\u05e6\u05d9\u05e2\u05d0'],[u'beg\u200e.\u200e and end missing\u200e.\u200e '],http://genizah.bodleian.ox.ac.uk/profile/manuscript/2e4d2264-3725-4c04-a18a-4d32097afbba
[u'MS. Heb. c. 23/19'],[u'Commentary (\u05ea\u05d5\u05e1\u05e4\u05d5\u05ea ?) on Babylonian Talmud \u05d1\u05d1\u05d0 \u05e7\u05de\u05d0'],[u'MS. Heb. c. 23'],"[u'Germ\u200e.\u200e Rabb\u200e.\u200e char\u200e.\u200e\u200e;\u200e \u200e4\u200eto\u200e,\u200e vellum \u200e.\u200e ']","[u'Bought from Wertheimer, 1893 (from the Genizah).']","[u'51a', u'52b']",[u'Main language: Hebrew.'],[],[],[],"[u'Talmud, Babli. Commentaries. \u05d1\u05d1\u05d0 \u05e7\u05de\u05d0.']",[u'ff\u200e.\u200e \u200e9\u200e\u200e4\u200e to \u200e1\u200e\u200e0\u200e\u200e4\u200e\u200e.\u200e The word \u05d2\u05dc\u05d9\u05d5\u05df occurs often in it\u200e.\u200e '],http://genizah.bodleian.ox.ac.uk/profile/manuscript/7e9a2fc2-7b40-4404-a209-da308cbf7d7a
[u'MS. Heb. c. 23/2'],[u'Mishnah'],[u'MS. Heb. c. 23'],"[u'Syr\u200e.\u200e Rabb\u200e.\u200e char\u200e.\u200e\u200e;\u200e oblong\u200e,\u200e vellum \u200e.\u200e ']","[u'Bought from Wertheimer, 1893 (from the Genizah).']","[u'3a', u'8b']",[u'Main language: Hebrew.'],[],[],[],"[u'Mishnah. \u05e9\u05d1\u05ea.', u'Mishnah. \u05e2\u05e8\u05d5\u05d1\u05d9\u05df.']",[u'With many vowel points\u200e.\u200e '],http://genizah.bodleian.ox.ac.uk/profile/manuscript/585a5c3b-1b25-4037-a7d2-2b32ecaaa97a
[u'MS. Heb. c. 23/20'],[u'Commentary (\u05ea\u05d5\u05e1\u05e4\u05d5\u05ea ?) on Babylonian Talmud \u05e4\u05e1\u05d7\u05d9\u05dd'],[u'MS. Heb. c. 23'],"[u'Germ\u200e.\u200e Rabb\u200e.\u200e char\u200e.\u200e\u200e;\u200e \u200e4\u200eto\u200e,\u200e vellum \u200e.\u200e ']","[u'Bought from Wertheimer, 1893 (from the Genizah).']","[u'53a', u'54b']",[u'Main language: Hebrew.'],[],[],[],"[u'Talmud, Babli. Commentaries. \u05e4\u05e1\u05d7\u05d9\u05dd.']",[u'ff\u200e.\u200e \u200e3\u200e\u200e1\u200eb to \u200e3\u200e\u200e4\u200e\u200e.\u200e '],http://genizah.bodleian.ox.ac.uk/profile/manuscript/f22c2f65-b8d0-468a-97aa-a63c0bd585c7
